date,description,amount,source_account,raw_category
2026-07-23,Meals,-123.64,Business Checking,Meals
2026-07-23,Retainer payment,4267.32,Business Checking,Sales Income
2026-07-24,Payroll run,-3061.3,Operating Checking,Payroll
2026-07-24,Gas,-71.45,Business Checking,Fuel
2026-07-24,Ads spend,-220.8,Business Checking,Marketing
2026-07-25,Client payment,6758.45,Operating Checking,Sales Income
2026-07-26,Hosting,-114.23,Operating Checking,Hosting
2026-07-26,Gas,-63.11,Operating Checking,Fuel
2026-07-26,Fuel,-34.89,Business Checking,Fuel
2026-07-27,Meals,-79.83,Operating Checking,Meals
2026-07-27,Project deposit,7131.34,Checking,Sales Income
2026-07-27,Invoice paid,2738.1,Business Checking,Sales Income
2026-07-28,Marketing,-675.41,Operating Checking,Marketing
2026-07-28,Invoice paid,6487.98,Business Checking,Sales Income
2026-07-29,Meals,-108.18,Business Checking,Meals
2026-07-29,Fuel,-211.68,Checking,Fuel
2026-07-29,Meals,-138.51,Business Checking,Meals
2026-07-30,Insurance premium,-442.31,Business Checking,Insurance
2026-07-30,Gas,-66.12,Checking,Fuel
2026-07-30,Retainer payment,7589.1,Operating Checking,Sales Income
2026-07-30,Ads spend,-202.72,Operating Checking,Marketing
2026-07-31,Wages,-2911.93,Business Checking,Payroll
2026-08-01,Invoice paid,4796.65,Business Checking,Sales Income
2026-08-01,Fuel,-105.78,Operating Checking,Fuel
2026-08-01,Rent,-2276.57,Business Checking,Rent
2026-08-01,Insurance premium,-596.18,Operating Checking,Insurance
2026-08-02,Marketing,-303.05,Operating Checking,Marketing
2026-08-04,Client payment,1962.05,Business Checking,Sales Income
2026-08-05,Shop supplies,-44.57,Checking,Supplies
2026-08-05,Software subscription,-427.25,Checking,Hosting
2026-08-05,Client payment,6177.05,Checking,Sales Income
2026-08-05,Gas,-93.15,Operating Checking,Fuel
2026-08-05,Invoice paid,7880.24,Operating Checking,Sales Income
2026-08-06,Cloud services,-337.39,Operating Checking,Hosting
2026-08-06,Client payment,6351.73,Business Checking,Sales Income
2026-08-07,Payroll run,-2560.33,Operating Checking,Payroll
2026-08-07,Fuel,-77.92,Operating Checking,Fuel
2026-08-07,Project deposit,8653.72,Checking,Sales Income
2026-08-07,Cloud services,-221.64,Checking,Hosting
2026-08-08,Hosting,-261.94,Business Checking,Hosting
2026-08-08,Insurance premium,-259.18,Checking,Insurance
2026-08-08,Materials,-335.86,Checking,Supplies
2026-08-09,Cloud services,-291.4,Operating Checking,Hosting
2026-08-09,Hosting,-411.71,Business Checking,Hosting
2026-08-09,Meals,-57.73,Checking,Meals
2026-08-10,Retainer payment,3772.68,Business Checking,Sales Income
2026-08-10,Invoice paid,4245.77,Business Checking,Sales Income
2026-08-11,Retainer payment,6719.32,Operating Checking,Sales Income
2026-08-11,Client payment,4601.25,Business Checking,Sales Income
2026-08-12,Software subscription,-222.24,Operating Checking,Hosting
2026-08-13,Project deposit,7856.07,Checking,Sales Income
2026-08-13,Project deposit,7761.22,Business Checking,Sales Income
2026-08-13,Meals,-179.51,Operating Checking,Meals
2026-08-13,Gas,-215.69,Checking,Fuel
2026-08-14,Wages,-1809.36,Checking,Payroll
2026-08-14,Meals,-87.27,Checking,Meals
2026-08-14,Team lunch,-46.52,Checking,Meals
2026-08-14,Team lunch,-128.66,Checking,Meals
2026-08-15,Software subscription,-346.3,Checking,Hosting
2026-08-15,Project deposit,4232.39,Operating Checking,Sales Income
2026-08-16,Hosting,-93.71,Operating Checking,Hosting
2026-08-16,Meals,-22.06,Checking,Meals
2026-08-16,Team lunch,-125.11,Business Checking,Meals
2026-08-17,Invoice paid,6670.12,Checking,Sales Income
2026-08-17,Hosting,-93.64,Operating Checking,Hosting
2026-08-17,Client payment,1348.69,Checking,Sales Income
2026-08-18,Team lunch,-23.24,Checking,Meals
2026-08-18,Client payment,5967.56,Checking,Sales Income
2026-08-19,Invoice paid,5840.82,Checking,Sales Income
2026-08-20,Insurance premium,-383.13,Operating Checking,Insurance
2026-08-21,Client payment,2552.89,Checking,Sales Income
2026-08-21,Wages,-4127.56,Business Checking,Payroll
2026-08-21,Retainer payment,3336.37,Checking,Sales Income
2026-08-21,Fuel,-256.65,Checking,Fuel
2026-08-22,Software subscription,-129.35,Business Checking,Hosting
2026-08-22,Marketing,-173.75,Business Checking,Marketing
2026-08-22,Client payment,7265.76,Operating Checking,Sales Income
2026-08-25,Project deposit,6283.7,Operating Checking,Sales Income
2026-08-25,Retainer payment,6609.33,Business Checking,Sales Income
2026-08-26,Invoice paid,4413.84,Business Checking,Sales Income
2026-08-26,Materials,-107.28,Business Checking,Supplies
2026-08-27,Retainer payment,2604.0,Business Checking,Sales Income
2026-08-27,Project deposit,8612.32,Operating Checking,Sales Income
2026-08-28,Invoice paid,7929.3,Operating Checking,Sales Income
2026-08-28,Hosting,-445.04,Business Checking,Hosting
2026-08-28,Wages,-2456.36,Checking,Payroll
2026-08-29,Invoice paid,5080.62,Business Checking,Sales Income
2026-08-29,Fuel,-49.06,Checking,Fuel
2026-08-31,Ads spend,-653.87,Checking,Marketing
2026-08-31,Gas,-90.54,Operating Checking,Fuel
2026-09-01,Rent,-2010.63,Business Checking,Rent
2026-09-01,Materials,-476.66,Business Checking,Supplies
2026-09-03,Hosting,-200.67,Checking,Hosting
2026-09-03,Team lunch,-126.68,Checking,Meals
2026-09-03,Client payment,8152.65,Operating Checking,Sales Income
2026-09-03,Ads spend,-484.82,Checking,Marketing
2026-09-03,Invoice paid,4418.24,Operating Checking,Sales Income
2026-09-04,Materials,-558.54,Checking,Supplies
2026-09-04,Payroll,-2955.28,Operating Checking,Payroll
2026-09-04,Retainer payment,4113.18,Business Checking,Sales Income
2026-09-05,Team lunch,-74.17,Checking,Meals
2026-09-05,Client payment,2192.25,Operating Checking,Sales Income
2026-09-06,Cloud services,-395.11,Operating Checking,Hosting
2026-09-07,Client payment,7869.03,Operating Checking,Sales Income
2026-09-07,Meals,-172.21,Business Checking,Meals
2026-09-07,Retainer payment,7884.4,Checking,Sales Income
2026-09-07,Shop supplies,-534.69,Checking,Supplies
2026-09-08,Retainer payment,1512.46,Business Checking,Sales Income
2026-09-08,Retainer payment,8206.36,Checking,Sales Income
2026-09-08,Materials,-167.5,Business Checking,Supplies
2026-09-08,Insurance premium,-337.75,Business Checking,Insurance
2026-09-08,Shop supplies,-537.8,Checking,Supplies
2026-09-09,Retainer payment,5342.75,Business Checking,Sales Income
2026-09-10,Client payment,5063.22,Business Checking,Sales Income
2026-09-11,Wages,-3459.24,Business Checking,Payroll
2026-09-11,Team lunch,-65.3,Business Checking,Meals
2026-09-11,Retainer payment,7220.31,Checking,Sales Income
2026-09-11,Materials,-101.31,Checking,Supplies
2026-09-11,Retainer payment,5752.55,Operating Checking,Sales Income
2026-09-11,Meals,-179.83,Operating Checking,Meals
2026-09-12,Meals,-91.61,Business Checking,Meals
2026-09-12,Software subscription,-222.41,Operating Checking,Hosting
2026-09-13,Cloud services,-309.57,Business Checking,Hosting
2026-09-13,Insurance premium,-707.25,Business Checking,Insurance
2026-09-14,Invoice paid,6732.83,Checking,Sales Income
2026-09-14,Cloud services,-121.06,Operating Checking,Hosting
2026-09-14,Ads spend,-80.66,Checking,Marketing
2026-09-14,Client payment,5558.57,Business Checking,Sales Income
2026-09-15,Shop supplies,-335.29,Operating Checking,Supplies
2026-09-15,Meals,-169.96,Business Checking,Meals
2026-09-16,Cloud services,-103.45,Operating Checking,Hosting
2026-09-16,Client payment,5111.31,Operating Checking,Sales Income
2026-09-16,Gas,-272.95,Operating Checking,Fuel
2026-09-17,Insurance premium,-604.34,Checking,Insurance
2026-09-17,Insurance premium,-188.1,Checking,Insurance
2026-09-17,Client payment,8674.4,Checking,Sales Income
2026-09-18,Retainer payment,1376.98,Business Checking,Sales Income
2026-09-18,Insurance premium,-237.39,Business Checking,Insurance
2026-09-18,Payroll,-1694.3,Business Checking,Payroll
2026-09-18,Invoice paid,5423.19,Operating Checking,Sales Income
2026-09-19,Insurance premium,-466.21,Operating Checking,Insurance
2026-09-19,Project deposit,4411.2,Business Checking,Sales Income
2026-09-19,Supplies,-61.2,Business Checking,Supplies
2026-09-20,Gas,-185.32,Checking,Fuel
2026-09-20,Insurance premium,-582.82,Operating Checking,Insurance
2026-09-20,Project deposit,2968.9,Operating Checking,Sales Income
2026-09-22,Materials,-434.29,Checking,Supplies
2026-09-22,Fuel,-155.82,Business Checking,Fuel
2026-09-23,Client payment,2639.07,Business Checking,Sales Income
2026-09-23,Project deposit,2186.49,Operating Checking,Sales Income
2026-09-23,Supplies,-161.8,Operating Checking,Supplies
2026-09-24,Gas,-74.21,Business Checking,Fuel
2026-09-24,Supplies,-331.84,Checking,Supplies
2026-09-24,Invoice paid,8462.34,Operating Checking,Sales Income
2026-09-25,Ads spend,-550.17,Operating Checking,Marketing
2026-09-25,Retainer payment,2076.06,Checking,Sales Income
2026-09-25,Payroll,-3983.43,Checking,Payroll
2026-09-25,Client payment,2287.5,Operating Checking,Sales Income
2026-09-25,Team lunch,-131.4,Operating Checking,Meals
2026-09-26,Invoice paid,6016.67,Operating Checking,Sales Income
2026-09-27,Supplies,-360.47,Operating Checking,Supplies
2026-09-27,Software subscription,-200.76,Business Checking,Hosting
2026-09-29,Insurance premium,-271.67,Business Checking,Insurance
2026-09-29,Retainer payment,4300.95,Operating Checking,Sales Income
2026-09-29,Marketing,-433.67,Business Checking,Marketing
2026-09-29,Meals,-125.81,Business Checking,Meals
2026-09-30,Gas,-38.23,Operating Checking,Fuel
2026-09-30,Fuel,-294.04,Checking,Fuel
2026-09-30,Retainer payment,2477.56,Business Checking,Sales Income
2026-09-30,Team lunch,-161.49,Operating Checking,Meals
2026-10-01,Rent,-2244.64,Checking,Rent
2026-10-02,Retainer payment,2564.17,Business Checking,Sales Income
2026-10-02,Payroll run,-1823.35,Business Checking,Payroll
2026-10-02,Software subscription,-82.45,Operating Checking,Hosting
2026-10-02,Software subscription,-425.27,Operating Checking,Hosting
2026-10-03,Materials,-131.95,Operating Checking,Supplies
2026-10-03,Project deposit,1529.42,Business Checking,Sales Income
2026-10-04,Hosting,-372.75,Operating Checking,Hosting
2026-10-04,Retainer payment,8657.01,Checking,Sales Income
2026-10-04,Insurance premium,-556.24,Checking,Insurance
2026-10-05,Insurance premium,-259.91,Checking,Insurance
2026-10-05,Cloud services,-362.95,Checking,Hosting
2026-10-05,Retainer payment,7015.41,Business Checking,Sales Income
2026-10-05,Project deposit,4601.33,Business Checking,Sales Income
2026-10-06,Ads spend,-93.88,Operating Checking,Marketing
2026-10-06,Team lunch,-109.92,Checking,Meals
2026-10-06,Invoice paid,2256.88,Checking,Sales Income
2026-10-06,Team lunch,-150.02,Business Checking,Meals
2026-10-06,Retainer payment,3326.83,Business Checking,Sales Income
2026-10-07,Software subscription,-187.25,Business Checking,Hosting
2026-10-07,Software subscription,-270.13,Checking,Hosting
2026-10-08,Ads spend,-291.96,Business Checking,Marketing
2026-10-08,Project deposit,3317.38,Checking,Sales Income
2026-10-09,Payroll run,-2803.26,Checking,Payroll
2026-10-10,Gas,-241.38,Operating Checking,Fuel
2026-10-10,Supplies,-83.89,Business Checking,Supplies
2026-10-11,Marketing,-510.07,Operating Checking,Marketing
2026-10-11,Client payment,8345.04,Checking,Sales Income
2026-10-12,Project deposit,3916.04,Checking,Sales Income
2026-10-13,Ads spend,-442.34,Checking,Marketing
2026-10-13,Meals,-65.27,Checking,Meals
2026-10-13,Supplies,-517.67,Business Checking,Supplies
2026-10-14,Supplies,-145.66,Operating Checking,Supplies
2026-10-14,Meals,-140.9,Checking,Meals
2026-10-15,Meals,-99.72,Operating Checking,Meals
2026-10-15,Hosting,-416.16,Checking,Hosting
2026-10-15,Insurance premium,-153.16,Checking,Insurance
2026-10-15,Client payment,6407.17,Checking,Sales Income
2026-10-16,Supplies,-410.6,Checking,Supplies
2026-10-16,Payroll,-3960.29,Business Checking,Payroll
2026-10-17,Meals,-116.14,Checking,Meals
2026-10-17,Marketing,-310.88,Business Checking,Marketing
2026-10-18,Team lunch,-46.61,Checking,Meals
2026-10-20,Meals,-173.03,Operating Checking,Meals
2026-10-20,Fuel,-220.01,Operating Checking,Fuel
2026-10-20,Insurance premium,-450.79,Operating Checking,Insurance
2026-10-21,Insurance premium,-714.57,Business Checking,Insurance
2026-10-21,Software subscription,-252.38,Checking,Hosting
2026-10-21,Project deposit,2102.64,Operating Checking,Sales Income
2026-10-21,Project deposit,1516.75,Operating Checking,Sales Income
2026-10-22,Ads spend,-355.46,Checking,Marketing
2026-10-22,Team lunch,-176.07,Checking,Meals
2026-10-23,Shop supplies,-32.35,Operating Checking,Supplies
2026-10-23,Team lunch,-32.35,Business Checking,Meals
2026-10-23,Payroll run,-3884.26,Business Checking,Payroll
2026-10-23,Client payment,6476.85,Checking,Sales Income
2026-10-23,Client payment,4279.53,Business Checking,Sales Income
2026-10-24,Hosting,-214.57,Operating Checking,Hosting
2026-10-25,Insurance premium,-397.76,Operating Checking,Insurance
2026-10-25,Retainer payment,2349.52,Checking,Sales Income
2026-10-25,Insurance premium,-337.24,Business Checking,Insurance
2026-10-25,Cloud services,-166.16,Business Checking,Hosting
2026-10-26,Invoice paid,5016.86,Business Checking,Sales Income
2026-10-27,Hosting,-116.85,Checking,Hosting
2026-10-27,Invoice paid,6489.24,Operating Checking,Sales Income
2026-10-28,Retainer payment,2775.07,Operating Checking,Sales Income
2026-10-28,Shop supplies,-199.08,Checking,Supplies
2026-10-28,Software subscription,-324.6,Operating Checking,Hosting
2026-10-29,Insurance premium,-806.5,Operating Checking,Insurance
2026-10-29,Marketing,-307.71,Checking,Marketing
2026-10-29,Retainer payment,3653.56,Operating Checking,Sales Income
2026-10-30,Retainer payment,6465.19,Operating Checking,Sales Income
2026-10-30,Payroll,-2578.97,Checking,Payroll
2026-10-30,Team lunch,-42.08,Checking,Meals
2026-10-30,Invoice paid,5585.59,Business Checking,Sales Income
2026-10-30,Gas,-224.67,Checking,Fuel
2026-10-31,Retainer payment,3254.45,Business Checking,Sales Income
2026-11-01,Fuel,-159.32,Business Checking,Fuel
2026-11-01,Rent,-2393.41,Operating Checking,Rent
2026-11-01,Hosting,-113.02,Checking,Hosting
2026-11-01,Retainer payment,5210.59,Operating Checking,Sales Income
2026-11-02,Project deposit,2138.63,Checking,Sales Income
2026-11-02,Shop supplies,-497.06,Checking,Supplies
2026-11-02,Client payment,4791.54,Business Checking,Sales Income
2026-11-02,Insurance premium,-492.49,Checking,Insurance
2026-11-03,Retainer payment,5182.94,Operating Checking,Sales Income
2026-11-03,Cloud services,-313.17,Business Checking,Hosting
2026-11-03,Client payment,6079.57,Operating Checking,Sales Income
2026-11-03,Ads spend,-907.57,Checking,Marketing
2026-11-04,Invoice paid,2475.55,Operating Checking,Sales Income
2026-11-05,Ads spend,-823.24,Checking,Marketing
2026-11-05,Insurance premium,-769.56,Business Checking,Insurance
2026-11-05,Ads spend,-343.3,Checking,Marketing
2026-11-06,Client payment,3544.96,Business Checking,Sales Income
2026-11-06,Software subscription,-361.97,Operating Checking,Hosting
2026-11-06,Payroll,-2577.58,Operating Checking,Payroll
2026-11-06,Ads spend,-151.31,Operating Checking,Marketing
2026-11-06,Supplies,-480.16,Business Checking,Supplies
2026-11-07,Ads spend,-356.27,Operating Checking,Marketing
2026-11-07,Retainer payment,7593.4,Business Checking,Sales Income
2026-11-07,Ads spend,-816.37,Business Checking,Marketing
2026-11-08,Software subscription,-390.38,Checking,Hosting
2026-11-08,Retainer payment,3576.29,Operating Checking,Sales Income
2026-11-09,Marketing,-743.7,Business Checking,Marketing
2026-11-09,Client payment,4606.87,Business Checking,Sales Income
2026-11-09,Supplies,-293.07,Checking,Supplies
2026-11-09,Materials,-567.75,Operating Checking,Supplies
2026-11-10,Insurance premium,-410.26,Business Checking,Insurance
2026-11-11,Hosting,-169.36,Checking,Hosting
2026-11-11,Retainer payment,6025.56,Operating Checking,Sales Income
2026-11-11,Team lunch,-142.75,Checking,Meals
2026-11-13,Payroll,-2097.59,Checking,Payroll
2026-11-13,Fuel,-261.93,Business Checking,Fuel
2026-11-13,Cloud services,-545.75,Checking,Hosting
2026-11-14,Client payment,7365.6,Operating Checking,Sales Income
2026-11-15,Meals,-154.35,Operating Checking,Meals
2026-11-15,Meals,-192.57,Checking,Meals
2026-11-16,Insurance premium,-1012.45,Business Checking,Insurance
2026-11-16,Invoice paid,8688.05,Operating Checking,Sales Income
2026-11-16,Client payment,3625.58,Checking,Sales Income
2026-11-16,Cloud services,-457.6,Operating Checking,Hosting
2026-11-17,Gas,-189.33,Business Checking,Fuel
2026-11-18,Marketing,-413.79,Operating Checking,Marketing
2026-11-18,Marketing,-459.79,Operating Checking,Marketing
2026-11-18,Client payment,1705.47,Business Checking,Sales Income
2026-11-18,Shop supplies,-292.15,Operating Checking,Supplies
2026-11-19,Invoice paid,10445.21,Operating Checking,Sales Income
2026-11-19,Project deposit,6889.1,Business Checking,Sales Income
2026-11-20,Retainer payment,9952.79,Operating Checking,Sales Income
2026-11-20,Retainer payment,1576.69,Operating Checking,Sales Income
2026-11-20,Payroll run,-5094.31,Business Checking,Payroll
2026-11-21,Retainer payment,10074.81,Checking,Sales Income
2026-11-21,Supplies,-648.96,Operating Checking,Supplies
2026-11-21,Hosting,-533.05,Operating Checking,Hosting
2026-11-22,Client payment,10048.42,Checking,Sales Income
2026-11-22,Team lunch,-103.92,Business Checking,Meals
2026-11-22,Cloud services,-480.73,Operating Checking,Hosting
2026-11-23,Retainer payment,7755.53,Business Checking,Sales Income
2026-11-23,Team lunch,-186.52,Operating Checking,Meals
2026-11-23,Client payment,1766.67,Business Checking,Sales Income
2026-11-23,Ads spend,-124.72,Business Checking,Marketing
2026-11-24,Client payment,7114.14,Checking,Sales Income
2026-11-24,Software subscription,-285.31,Operating Checking,Hosting
2026-11-25,Project deposit,5500.58,Operating Checking,Sales Income
2026-11-25,Invoice paid,6164.06,Operating Checking,Sales Income
2026-11-25,Marketing,-731.47,Business Checking,Marketing
2026-11-26,Team lunch,-141.06,Operating Checking,Meals
2026-11-27,Software subscription,-526.94,Business Checking,Hosting
2026-11-27,Payroll run,-1816.5,Checking,Payroll
2026-11-27,Insurance premium,-1071.14,Checking,Insurance
2026-11-27,Meals,-65.92,Operating Checking,Meals
2026-11-28,Meals,-194.44,Operating Checking,Meals
2026-11-28,Ads spend,-464.6,Checking,Marketing
2026-11-29,Invoice paid,2655.5,Checking,Sales Income
2026-11-29,Supplies,-712.08,Checking,Supplies
2026-11-29,Team lunch,-127.2,Business Checking,Meals
2026-11-30,Gas,-291.01,Checking,Fuel
2026-11-30,Retainer payment,8102.59,Checking,Sales Income
2026-11-30,Invoice paid,5483.11,Checking,Sales Income
2026-11-30,Insurance premium,-984.93,Operating Checking,Insurance
2026-12-01,Marketing,-485.29,Operating Checking,Marketing
2026-12-01,Retainer payment,8171.6,Checking,Sales Income
2026-12-01,Invoice paid,1600.62,Operating Checking,Sales Income
2026-12-01,Rent,-1669.11,Operating Checking,Rent
2026-12-02,Insurance premium,-867.7,Checking,Insurance
2026-12-02,Team lunch,-62.52,Business Checking,Meals
2026-12-02,Hosting,-357.61,Operating Checking,Hosting
2026-12-03,Fuel,-373.92,Checking,Fuel
2026-12-03,Insurance premium,-804.48,Business Checking,Insurance
2026-12-03,Gas,-210.88,Operating Checking,Fuel
2026-12-04,Fuel,-82.45,Checking,Fuel
2026-12-04,Fuel,-334.55,Checking,Fuel
2026-12-04,Project deposit,9998.88,Business Checking,Sales Income
2026-12-04,Payroll run,-3676.83,Checking,Payroll
2026-12-04,Gas,-279.02,Checking,Fuel
2026-12-05,Gas,-215.0,Checking,Fuel
2026-12-05,Insurance premium,-425.85,Business Checking,Insurance
2026-12-05,Retainer payment,8684.48,Checking,Sales Income
2026-12-06,Materials,-57.03,Checking,Supplies
2026-12-06,Meals,-115.1,Operating Checking,Meals
2026-12-06,Hosting,-187.38,Checking,Hosting
2026-12-07,Gas,-371.3,Operating Checking,Fuel
2026-12-07,Insurance premium,-259.68,Checking,Insurance
2026-12-07,Gas,-74.75,Checking,Fuel
2026-12-08,Marketing,-897.71,Business Checking,Marketing
2026-12-08,Software subscription,-343.28,Checking,Hosting
2026-12-08,Invoice paid,10474.03,Operating Checking,Sales Income
2026-12-09,Client payment,1753.13,Operating Checking,Sales Income
2026-12-10,Project deposit,7915.56,Checking,Sales Income
2026-12-10,Marketing,-933.58,Operating Checking,Marketing
2026-12-10,Project deposit,6178.59,Business Checking,Sales Income
2026-12-10,Materials,-52.0,Business Checking,Supplies
2026-12-11,Client payment,9281.93,Business Checking,Sales Income
2026-12-11,Shop supplies,-651.73,Operating Checking,Supplies
2026-12-11,Payroll run,-3960.65,Operating Checking,Payroll
2026-12-12,Insurance premium,-236.96,Checking,Insurance
2026-12-12,Insurance premium,-910.01,Business Checking,Insurance
2026-12-12,Hosting,-284.47,Checking,Hosting
2026-12-13,Retainer payment,6285.74,Business Checking,Sales Income
2026-12-14,Software subscription,-484.82,Checking,Hosting
2026-12-14,Team lunch,-143.22,Business Checking,Meals
2026-12-14,Retainer payment,5843.06,Operating Checking,Sales Income
2026-12-15,Gas,-247.09,Business Checking,Fuel
2026-12-15,Project deposit,2406.24,Operating Checking,Sales Income
2026-12-15,Marketing,-625.32,Operating Checking,Marketing
2026-12-16,Client payment,6065.14,Operating Checking,Sales Income
2026-12-16,Meals,-160.29,Operating Checking,Meals
2026-12-16,Client payment,7638.21,Operating Checking,Sales Income
2026-12-17,Materials,-407.22,Business Checking,Supplies
2026-12-17,Shop supplies,-738.63,Operating Checking,Supplies
2026-12-18,Project deposit,7943.34,Operating Checking,Sales Income
2026-12-18,Payroll,-3566.23,Business Checking,Payroll
2026-12-18,Client payment,5642.91,Operating Checking,Sales Income
2026-12-19,Retainer payment,1941.27,Business Checking,Sales Income
2026-12-19,Marketing,-139.16,Checking,Marketing
2026-12-19,Meals,-155.2,Checking,Meals
2026-12-20,Gas,-238.26,Business Checking,Fuel
2026-12-20,Insurance premium,-758.22,Operating Checking,Insurance
2026-12-21,Shop supplies,-87.47,Operating Checking,Supplies
2026-12-21,Client payment,5350.6,Checking,Sales Income
2026-12-21,Client payment,2536.72,Checking,Sales Income
2026-12-22,Team lunch,-217.4,Operating Checking,Meals
2026-12-22,Insurance premium,-824.51,Operating Checking,Insurance
2026-12-22,Ads spend,-824.81,Business Checking,Marketing
2026-12-23,Supplies,-41.22,Checking,Supplies
2026-12-23,Client payment,10962.57,Checking,Sales Income
2026-12-23,Invoice paid,6190.89,Business Checking,Sales Income
2026-12-24,Invoice paid,9004.78,Operating Checking,Sales Income
2026-12-24,Insurance premium,-971.04,Checking,Insurance
2026-12-25,Team lunch,-163.66,Operating Checking,Meals
2026-12-25,Payroll,-3082.05,Checking,Payroll
2026-12-26,Project deposit,8686.51,Checking,Sales Income
2026-12-26,Team lunch,-193.57,Operating Checking,Meals
2026-12-26,Insurance premium,-199.65,Checking,Insurance
2026-12-26,Ads spend,-289.97,Business Checking,Marketing
2026-12-27,Meals,-31.27,Operating Checking,Meals
2026-12-27,Insurance premium,-623.95,Checking,Insurance
2026-12-27,Client payment,10169.12,Operating Checking,Sales Income
2026-12-27,Marketing,-358.61,Operating Checking,Marketing
2026-12-28,Insurance premium,-830.08,Checking,Insurance
2026-12-28,Invoice paid,3763.01,Business Checking,Sales Income
2026-12-28,Gas,-284.31,Operating Checking,Fuel
2026-12-29,Gas,-283.24,Operating Checking,Fuel
2026-12-29,Invoice paid,9297.61,Business Checking,Sales Income
2026-12-29,Project deposit,7861.88,Operating Checking,Sales Income
2026-12-29,Ads spend,-862.61,Checking,Marketing
2026-12-30,Fuel,-272.54,Business Checking,Fuel
2026-12-30,Invoice paid,2758.69,Checking,Sales Income
2026-12-31,Gas,-335.55,Business Checking,Fuel
2026-12-31,Supplies,-181.78,Checking,Supplies
2026-12-31,Cloud services,-466.99,Operating Checking,Hosting
